Name,Synopsis,Genre
Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.","Drama, Romance"
Die Hard with a Vengeance,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.","Action, Adventure, Thriller"
Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange Native American man named Nobody who prepares him for his journey into the spiritual world.","Adventure, Drama, Fantasy"
The Bridges of Madison County,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.,"Drama, Romance"
Apollo 13,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Adventure, Drama, History"
Interview with the Vampire: The Vampire Chronicles,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.","Drama, Horror"
The Crow,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,"Action, Drama, Fantasy"
Gettysburg,"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.","Drama, History, War"
Falling Down,An unemployed defense worker frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,"Crime, Drama, Thriller"
Dazed and Confused,The adventures of high school and junior high students on the last day of school in May 1976.,Comedy
My Cousin Vinny,"Two New Yorkers are accused of murder in rural Alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to Southern rules and manners--comes in to defend them.","Comedy, Crime"
Delicatessen,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"Comedy, Crime"
The Hunt for Red October,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?","Action, Adventure, Thriller"
Home Alone,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,"Comedy, Family"
The Godfather: Part III,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.","Crime, Drama"
When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.","Comedy, Drama, Romance"
National Lampoon's Christmas Vacation,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,Comedy
The Little Mermaid,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"Animation, Family, Fantasy"
The Naked Gun,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,"Comedy, Crime"
Dangerous Liaisons,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,"Drama, Romance"
"Planes, Trains & Automobiles",A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.,"Comedy, Drama"
Lethal Weapon,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,"Action, Crime, Thriller"
The Fly,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,"Drama, Horror, Sci-Fi"
Indiana Jones and the Temple of Doom,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace.","Action, Adventure"
Blood Simple,"A rich but jealous man hires a private investigator to kill his cheating wife and her lover. However, nothing is simple when blood is involved.","Crime, Drama, Thriller"
The Secret of NIMH,"To save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.","Animation, Adventure, Drama"
On Golden Pond,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Drama
Mad Max 2: The Road Warrior,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline rich community escape a horde of bandits.","Action, Adventure, Sci-Fi"
The Warriors,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.","Action, Crime, Thriller"
The Muppet Movie,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.","Adventure, Comedy, Family"
Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.","Biography, Crime, Drama"
Watership Down,A group of rabbits flee their doomed warren and face many dangers to find and protect their new home.,"Animation, Adventure, Drama"
Midnight Express,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.","Biography, Crime, Drama"
Close Encounters of the Third Kind,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.","Drama, Sci-Fi"
Deep Red,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,"Horror, Mystery, Thriller"
Robin Hood,The story of the legendary outlaw is portrayed with the characters as humanoid animals.,"Animation, Adventure, Comedy"
And Now for Something Completely Different,An anthology of the best sketches from the first and second seasons of Monty Python's Flying Circus (1969).,Comedy
Kelly's Heroes,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,"Adventure, Comedy, War"
The Jungle Book,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,"Animation, Adventure, Family"
Blow-Up,A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.,"Drama, Mystery, Thriller"
Pierrot le Fou,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.","Crime, Drama, Romance"
A Hard Day's Night,"Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live television performance.","Comedy, Music, Musical"
Contempt,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during movie production as she spends time with the producer. Layered conflicts between art and business ensue.,"Drama, Romance"
